product_id,sku,name,brand,variant,category,origin,weight_kg,price_eur,in_stock,rating,num_reviews,is_food,calories_per_100g,protein_g_per_100g,sugar_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g
6014,SKU-006014,SeaSelect Tuna Steak Low Fat,SeaSelect,Low Fat,Meat & Seafood,Peru,0.67,28.55,Yes,4.6,3173,Yes,251.4,26.2,0.1,12.6,7.9,3.1,1184.0
6015,SKU-006015,PureSip Cranberry Juice Light,PureSip,Light,Beverages,Mexico,0.95,2.68,Yes,3.4,3910,Yes,8.0,4.7,5.6,1.0,0.3,0.2,262.0
6016,SKU-006016,ArtisanLoaf Bagel Reduced Sugar,ArtisanLoaf,Reduced Sugar,Bakery & Bread,Germany,1.21,10.41,No,2.9,2658,Yes,309.4,8.3,20.1,15.3,22.3,1.9,1120.0
6017,SKU-006017,FreshFarm Mango High Protein,FreshFarm,High Protein,Fruits & Vegetables,Colombia,3.29,7.46,Yes,2.9,2029,Yes,50.7,1.0,2.3,0.2,10.1,3.4,857.0
6018,SKU-006018,WellLife Probiotics Reduced Sugar,WellLife,Reduced Sugar,Health & Pharmacy,Spain,0.27,51.97,No,3.3,2053,No,,,,,,,
6019,SKU-006019,FreshBaked Rye Bread Premium,FreshBaked,Premium,Bakery & Bread,India,0.94,8.16,Yes,3.2,343,Yes,277.9,6.8,22.1,5.1,10.7,4.0,293.0
6020,SKU-006020,MunchCo White Chocolate Low Fat,MunchCo,Low Fat,Snacks & Confectionery,Australia,0.9,23.29,Yes,4.2,56,Yes,511.2,2.2,19.8,21.9,38.9,3.7,996.0
6021,SKU-006021,ScribblePro Highlighters Vegan,ScribblePro,Vegan,Stationery & Office,New Zealand,1.43,1.81,Yes,3.9,4749,No,,,,,,,
6022,SKU-006022,HealthPlus Probiotics Vegan,HealthPlus,Vegan,Health & Pharmacy,Germany,0.53,39.79,Yes,3.2,201,No,,,,,,,
6023,SKU-006023,GlowCare Bar Soap Classic,GlowCare,Classic,Personal Care & Beauty,Poland,0.63,2.07,No,4.4,858,No,,,,,,,
6024,SKU-006024,SeaSelect Cod Fillet Gluten Free,SeaSelect,Gluten Free,Meat & Seafood,Germany,1.29,29.28,Yes,4.8,1163,Yes,236.5,16.0,0.6,4.7,18.8,9.8,1118.0
6025,SKU-006025,DeskMate Markers Reduced Sugar,DeskMate,Reduced Sugar,Stationery & Office,India,1.19,12.46,No,4.3,367,No,,,,,,,
6026,SKU-006026,QuickFreeze Sorbet Family Pack,QuickFreeze,Family Pack,Frozen Foods,France,0.31,2.09,Yes,4.9,3185,Yes,180.1,9.3,15.0,3.5,14.5,5.4,93.0
6027,SKU-006027,RefreshCo Green Tea Organic,RefreshCo,Organic,Beverages,USA,0.9,8.36,Yes,3.2,937,Yes,44.5,0.9,1.3,1.8,0.3,0.2,1094.0
6028,SKU-006028,HomeCook Cinnamon Multipack,HomeCook,Multipack,Pantry & Dry Goods,Spain,1.67,24.55,Yes,3.3,2293,Yes,498.3,12.9,43.2,60.6,2.9,1.8,999.0
6029,SKU-006029,SnackHouse Dried Apricots Original,SnackHouse,Original,Snacks & Confectionery,Poland,0.07,0.32,No,4.2,3920,Yes,373.0,14.7,25.6,49.9,3.9,0.4,284.0
6030,SKU-006030,ClearSpring Coffee Beans Deluxe,ClearSpring,Deluxe,Beverages,Colombia,1.03,5.81,Yes,3.3,2405,Yes,74.6,2.9,10.3,0.2,9.5,0.6,1167.0
6031,SKU-006031,PetPerfect Dog Shampoo Extra Large,PetPerfect,Extra Large,Pet Supplies,India,2.34,30.73,No,4.6,2163,No,,,,,,,
6032,SKU-006032,OrganicGrove Cucumber Family Pack,OrganicGrove,Family Pack,Fruits & Vegetables,France,3.98,4.75,Yes,3.7,2311,Yes,40.8,0.5,10.7,0.2,7.7,3.3,717.0
6033,SKU-006033,NaturePick Garlic Extra Large,NaturePick,Extra Large,Fruits & Vegetables,Mexico,4.57,23.43,Yes,3.6,3717,Yes,54.1,1.6,9.0,0.3,8.2,6.5,43.0
6034,SKU-006034,PetPerfect Pet Vitamins Organic,PetPerfect,Organic,Pet Supplies,South Africa,7.33,22.47,Yes,3.5,794,No,,,,,,,
6035,SKU-006035,QuickFreeze Frozen Fish Fingers High Protein,QuickFreeze,High Protein,Frozen Foods,New Zealand,2.42,13.33,Yes,4.3,4697,Yes,56.6,4.4,8.6,12.1,5.0,5.0,92.0
6036,SKU-006036,PantryPro Peanut Butter Mini,PantryPro,Mini,Pantry & Dry Goods,Peru,0.41,2.7,Yes,3.7,1278,Yes,627.5,5.0,16.0,7.1,39.0,9.8,834.0
6037,SKU-006037,KitchenEssentials Maple Syrup Low Fat,KitchenEssentials,Low Fat,Pantry & Dry Goods,Greece,1.75,30.35,Yes,4.6,4509,Yes,730.3,8.8,10.2,88.5,4.9,1.0,393.0
6038,SKU-006038,WriteRight Scissors Mini,WriteRight,Mini,Stationery & Office,Australia,0.78,7.85,Yes,4.8,4998,No,,,,,,,
6039,SKU-006039,SweetBite Chocolate Bar High Protein,SweetBite,High Protein,Snacks & Confectionery,Brazil,0.33,3.74,Yes,4.1,4789,Yes,505.8,13.8,57.0,49.0,0.5,0.3,251.0
6040,SKU-006040,BakeryCraft Donut High Protein,BakeryCraft,High Protein,Bakery & Bread,Mexico,0.46,3.5,Yes,3.5,2501,Yes,397.2,8.5,18.9,6.9,21.1,9.6,1118.0
6041,SKU-006041,PantryPro Vegetable Broth Premium,PantryPro,Premium,Pantry & Dry Goods,Australia,0.44,0.27,Yes,4.7,4440,Yes,587.4,11.8,2.6,23.3,63.8,1.0,127.0
6042,SKU-006042,GoldenCrust Sourdough Bread Family Pack,GoldenCrust,Family Pack,Bakery & Bread,New Zealand,0.99,3.63,No,3.9,2004,Yes,385.0,5.8,13.7,9.3,7.5,7.0,1174.0
6043,SKU-006043,HomeCook Nutmeg Natural,HomeCook,Natural,Pantry & Dry Goods,Thailand,0.72,14.3,Yes,4.1,3614,Yes,81.4,23.4,28.5,22.7,0.2,0.1,1183.0
6044,SKU-006044,PrimeCut Cod Fillet Classic,PrimeCut,Classic,Meat & Seafood,Spain,2.26,87.12,No,4.9,4281,Yes,278.9,27.4,0.4,2.1,34.9,2.2,437.0
6045,SKU-006045,QuickFreeze Frozen Peas High Protein,QuickFreeze,High Protein,Frozen Foods,Greece,0.64,7.69,No,3.8,3187,Yes,238.8,4.8,3.3,10.8,15.1,6.3,577.0
6046,SKU-006046,PantryPro Vegetable Broth Sugar Free,PantryPro,Sugar Free,Pantry & Dry Goods,Netherlands,0.47,1.5,Yes,3.3,2103,Yes,315.1,3.6,72.1,11.6,41.4,7.0,912.0
6047,SKU-006047,GlobalTable Maple Syrup Spicy,GlobalTable,Spicy,Pantry & Dry Goods,Spain,2.38,2.37,Yes,4.7,3549,Yes,189.9,12.9,45.2,75.5,1.0,0.2,545.0
6048,SKU-006048,KitchenEssentials Brown Sugar Economy,KitchenEssentials,Economy,Pantry & Dry Goods,UK,2.08,25.57,Yes,2.9,1754,Yes,256.0,12.1,79.1,31.6,3.5,3.2,520.0
6049,SKU-006049,RefreshCo Almond Milk Latte Economy,RefreshCo,Economy,Beverages,Thailand,1.55,12.68,Yes,2.9,4887,Yes,3.0,1.5,1.7,0.2,4.3,4.0,394.0
6050,SKU-006050,ChillFoods Frozen Ravioli Premium,ChillFoods,Premium,Frozen Foods,Canada,1.88,10.91,Yes,4.7,4264,Yes,91.1,17.5,16.2,17.4,2.0,1.0,121.0
6051,SKU-006051,ChargePro Webcam Reduced Sugar,ChargePro,Reduced Sugar,Electronics & Batteries,Canada,0.33,53.51,Yes,3.8,1080,No,,,,,,,
6052,SKU-006052,IceCraft Frozen Chicken Nuggets Vegan,IceCraft,Vegan,Frozen Foods,Colombia,1.34,6.35,Yes,4.3,3200,Yes,134.8,7.8,3.5,9.1,0.4,0.4,800.0
6053,SKU-006053,WellLife Antacid Tablets High Protein,WellLife,High Protein,Health & Pharmacy,Mexico,0.37,70.6,Yes,2.6,2485,No,,,,,,,
6054,SKU-006054,HomeCook Salt Sugar Free,HomeCook,Sugar Free,Pantry & Dry Goods,India,4.23,46.25,Yes,3.6,2480,Yes,383.1,15.9,49.9,33.0,0.6,0.3,901.0
6055,SKU-006055,BakeryCraft Brioche High Protein,BakeryCraft,High Protein,Bakery & Bread,France,0.89,3.36,Yes,4.8,2384,Yes,375.1,5.7,20.1,5.7,4.2,3.9,507.0
6056,SKU-006056,VerdantVale Almond Milk Vegan,VerdantVale,Vegan,Dairy & Eggs,Italy,0.49,1.75,Yes,3.4,4693,Yes,119.3,4.0,3.7,18.0,3.3,0.6,1024.0
6057,SKU-006057,BrewMasters Root Beer Multipack,BrewMasters,Multipack,Beverages,India,1.04,8.75,No,3.5,3818,Yes,36.2,4.2,6.4,0.5,1.0,0.5,865.0
6058,SKU-006058,SparkleKing Bleach Natural,SparkleKing,Natural,Household & Cleaning,Thailand,2.12,10.37,Yes,3.4,2565,No,,,,,,,
6059,SKU-006059,NaturePick Carrot Extra Large,NaturePick,Extra Large,Fruits & Vegetables,Mexico,4.35,6.5,Yes,3.9,3411,Yes,27.6,2.3,5.2,1.3,1.0,0.6,1166.0
6060,SKU-006060,ChillFoods Frozen Dumplings Classic,ChillFoods,Classic,Frozen Foods,Australia,0.71,5.56,Yes,3.9,4259,Yes,362.5,9.4,11.3,19.8,17.8,9.3,1057.0
6061,SKU-006061,NaturalPantry Rigatoni Organic,NaturalPantry,Organic,Pantry & Dry Goods,Canada,4.92,118.58,Yes,3.0,539,Yes,803.1,23.2,24.9,7.8,91.8,2.9,81.0
6062,SKU-006062,SparkleKing Washing-Up Liquid Deluxe,SparkleKing,Deluxe,Household & Cleaning,Colombia,1.5,7.6,Yes,2.6,3666,No,,,,,,,
6063,SKU-006063,EcoClean Aluminum Foil Low Fat,EcoClean,Low Fat,Household & Cleaning,Colombia,0.53,2.67,Yes,2.8,3967,No,,,,,,,
6064,SKU-006064,NaturalPantry Apple Cider Vinegar Sugar Free,NaturalPantry,Sugar Free,Pantry & Dry Goods,France,3.82,8.97,Yes,4.9,4681,Yes,864.5,11.0,32.8,89.3,0.1,0.0,2.0
6065,SKU-006065,CleanSweep Trash Bags Sugar Free,CleanSweep,Sugar Free,Household & Cleaning,France,3.66,1.11,Yes,3.8,900,No,,,,,,,
6066,SKU-006066,MunchCo Almonds Value Pack,MunchCo,Value Pack,Snacks & Confectionery,India,0.7,5.44,Yes,4.1,1320,Yes,393.6,12.3,43.2,12.7,50.5,5.6,277.0
6067,SKU-006067,TreatStreet Chocolate Bar Classic,TreatStreet,Classic,Snacks & Confectionery,France,0.62,11.08,Yes,3.5,3324,Yes,552.8,12.1,39.6,43.6,1.7,0.6,1024.0
6068,SKU-006068,ChargePro C Batteries High Protein,ChargePro,High Protein,Electronics & Batteries,Peru,1.33,6.0,Yes,2.9,1332,No,,,,,,,
6069,SKU-006069,GreenLeaf Watermelon Light,GreenLeaf,Light,Fruits & Vegetables,UK,3.19,4.87,Yes,3.2,512,Yes,64.3,1.9,11.5,1.3,5.1,2.2,5.0
6070,SKU-006070,PetPerfect Wet Cat Food Organic,PetPerfect,Organic,Pet Supplies,Brazil,1.99,22.27,Yes,4.2,1182,No,,,,,,,
6071,SKU-006071,MeadowMeats Rabbit Leg Low Fat,MeadowMeats,Low Fat,Meat & Seafood,Spain,1.57,36.39,Yes,4.0,609,Yes,126.6,23.1,0.3,4.0,1.1,0.9,984.0
6072,SKU-006072,FrostBite Frozen Beef Burgers Natural,FrostBite,Natural,Frozen Foods,Canada,0.48,1.96,Yes,3.8,3114,Yes,119.9,15.9,5.3,9.6,2.8,0.7,662.0
6073,SKU-006073,HomeCook Rice (Jasmine) Economy,HomeCook,Economy,Pantry & Dry Goods,Thailand,2.8,13.03,Yes,4.3,4139,Yes,522.5,18.4,40.2,13.4,9.7,1.3,22.0
6074,SKU-006074,WriteRight Notebook High Protein,WriteRight,High Protein,Stationery & Office,Mexico,1.72,5.36,Yes,4.0,1825,No,,,,,,,
6075,SKU-006075,RefreshCo Almond Milk Latte Mini,RefreshCo,Mini,Beverages,UK,0.66,5.44,Yes,2.6,3288,Yes,25.9,2.1,11.7,0.9,2.2,0.8,190.0
6076,SKU-006076,NutraNat Paracetamol Classic,NutraNat,Classic,Health & Pharmacy,Australia,0.18,72.9,Yes,2.6,4313,No,,,,,,,
6077,SKU-006077,GoldenEgg Almond Milk Economy,GoldenEgg,Economy,Dairy & Eggs,USA,0.46,6.86,Yes,3.5,3282,Yes,176.8,10.5,2.0,28.4,2.8,0.5,1052.0
6078,SKU-006078,ChargePro Phone Case Premium,ChargePro,Premium,Electronics & Batteries,South Africa,0.22,24.33,Yes,4.2,2316,No,,,,,,,
6079,SKU-006079,CleanSweep Aluminum Foil Value Pack,CleanSweep,Value Pack,Household & Cleaning,USA,1.11,16.39,Yes,4.1,4173,No,,,,,,,
6080,SKU-006080,FreshFarm Corn High Protein,FreshFarm,High Protein,Fruits & Vegetables,New Zealand,0.7,3.3,Yes,3.5,1550,Yes,73.5,2.1,3.1,1.0,3.9,0.3,947.0
6081,SKU-006081,PetPerfect Dog Toy Value Pack,PetPerfect,Value Pack,Pet Supplies,Peru,4.2,3.42,Yes,3.2,465,No,,,,,,,
6082,SKU-006082,TenderCare Baby Snack Puffs Economy,TenderCare,Economy,Baby & Toddler,USA,2.78,4.13,Yes,2.7,4106,No,,,,,,,
6083,SKU-006083,MunchCo Cashews Multipack,MunchCo,Multipack,Snacks & Confectionery,Canada,0.73,11.9,Yes,2.6,4876,Yes,503.8,3.0,49.7,26.7,37.7,9.9,169.0
6084,SKU-006084,WheatWorks Brioche Reduced Sugar,WheatWorks,Reduced Sugar,Bakery & Bread,Poland,1.05,9.07,Yes,4.7,2351,Yes,270.8,5.3,23.8,6.5,9.0,6.1,865.0
6085,SKU-006085,OfficeElite Eraser Sugar Free,OfficeElite,Sugar Free,Stationery & Office,France,0.43,7.87,Yes,3.8,2682,No,,,,,,,
6086,SKU-006086,PureSip Oat Milk Drink Vegan,PureSip,Vegan,Beverages,Italy,0.79,0.57,Yes,4.4,1052,Yes,32.2,4.5,2.9,1.5,0.0,0.0,132.0
6087,SKU-006087,OrganicGrove Green Beans Low Fat,OrganicGrove,Low Fat,Fruits & Vegetables,Spain,1.14,4.62,Yes,5.0,4758,Yes,61.1,0.9,2.9,0.6,9.0,0.2,987.0
6088,SKU-006088,VerdantVale Skim Milk Premium,VerdantVale,Premium,Dairy & Eggs,Canada,0.56,5.85,Yes,3.7,2271,Yes,288.3,10.4,1.1,29.0,4.1,0.4,266.0
6089,SKU-006089,PureTouch Face Wash Value Pack,PureTouch,Value Pack,Personal Care & Beauty,Brazil,0.11,22.76,Yes,2.8,3873,No,,,,,,,
6090,SKU-006090,GentleStart Sippy Cup Original,GentleStart,Original,Baby & Toddler,Poland,2.68,35.91,Yes,4.2,3995,No,,,,,,,
6091,SKU-006091,NaturePick Kiwi Spicy,NaturePick,Spicy,Fruits & Vegetables,Peru,4.31,3.29,Yes,3.4,4566,Yes,22.4,1.1,4.4,0.5,2.8,0.3,894.0
6092,SKU-006092,PrimeCut Ground Beef Multipack,PrimeCut,Multipack,Meat & Seafood,Spain,2.0,81.39,Yes,2.5,955,Yes,267.8,15.7,0.2,16.7,13.1,5.6,497.0
6093,SKU-006093,PantryPro Apple Cider Vinegar Multipack,PantryPro,Multipack,Pantry & Dry Goods,USA,4.91,6.69,Yes,4.2,553,Yes,145.7,4.9,63.2,24.3,3.7,0.6,269.0
6094,SKU-006094,FreshBaked Rye Bread Gluten Free,FreshBaked,Gluten Free,Bakery & Bread,Brazil,0.25,2.08,Yes,3.1,80,Yes,316.7,5.7,12.8,14.1,23.7,6.9,566.0
6095,SKU-006095,WriteRight Binder Original,WriteRight,Original,Stationery & Office,Spain,0.25,2.27,Yes,2.8,4577,No,,,,,,,
6096,SKU-006096,HomePure Fabric Softener Premium,HomePure,Premium,Household & Cleaning,Japan,0.56,16.17,Yes,4.7,2571,No,,,,,,,
6097,SKU-006097,SweetBite Fruit Roll-Up Premium,SweetBite,Premium,Snacks & Confectionery,India,0.14,4.2,Yes,3.8,2169,Yes,445.6,3.1,30.7,28.2,30.4,8.2,1041.0
6098,SKU-006098,BabyBliss Baby Teething Biscuits Organic,BabyBliss,Organic,Baby & Toddler,Peru,1.25,17.36,Yes,4.7,2263,No,,,,,,,
6099,SKU-006099,WheatWorks Scone Classic,WheatWorks,Classic,Bakery & Bread,Colombia,0.53,4.74,Yes,4.5,748,Yes,304.5,5.0,16.2,15.1,27.5,2.6,833.0
6100,SKU-006100,WellLife Blood Pressure Monitor Extra Large,WellLife,Extra Large,Health & Pharmacy,Germany,0.46,38.41,Yes,3.5,4800,No,,,,,,,
6101,SKU-006101,DeskMate Stapler Mini,DeskMate,Mini,Stationery & Office,Germany,1.07,9.02,Yes,4.9,4304,No,,,,,,,
6102,SKU-006102,GlowCare Hand Cream Spicy,GlowCare,Spicy,Personal Care & Beauty,Netherlands,0.22,15.47,Yes,4.3,457,No,,,,,,,
6103,SKU-006103,WheatWorks Dinner Roll Gluten Free,WheatWorks,Gluten Free,Bakery & Bread,New Zealand,0.6,5.14,Yes,2.9,4336,Yes,332.2,9.5,15.0,15.0,2.4,1.7,808.0
6104,SKU-006104,FreshBaked Pretzel Sugar Free,FreshBaked,Sugar Free,Bakery & Bread,India,0.76,7.39,Yes,3.2,4201,Yes,374.9,4.1,10.3,5.0,67.8,7.5,144.0
6105,SKU-006105,NaturalPantry Brown Rice Sugar Free,NaturalPantry,Sugar Free,Pantry & Dry Goods,Spain,1.12,1.21,Yes,3.3,2906,Yes,412.5,5.2,6.6,5.2,83.4,7.9,491.0
6106,SKU-006106,BabyBliss Baby Lotion Classic,BabyBliss,Classic,Baby & Toddler,Canada,2.66,16.57,Yes,2.7,2740,No,,,,,,,
6107,SKU-006107,QuickFreeze Frozen Beef Burgers Classic,QuickFreeze,Classic,Frozen Foods,Australia,0.66,5.4,No,4.1,1871,Yes,122.4,6.9,2.7,18.0,3.6,3.0,11.0
6108,SKU-006108,CrunchTime Fruit Roll-Up High Protein,CrunchTime,High Protein,Snacks & Confectionery,Mexico,0.18,1.99,Yes,4.9,815,Yes,307.6,9.4,47.7,36.5,3.5,1.6,785.0
6109,SKU-006109,NaturePick Green Beans Mini,NaturePick,Mini,Fruits & Vegetables,Poland,2.08,7.44,Yes,4.9,250,Yes,85.3,1.9,10.9,1.5,7.6,3.0,141.0
6110,SKU-006110,OfficeElite Correction Fluid Light,OfficeElite,Light,Stationery & Office,Australia,1.08,13.74,Yes,3.3,4344,No,,,,,,,
6111,SKU-006111,PaperCraft Desk Organizer Natural,PaperCraft,Natural,Stationery & Office,India,0.19,22.88,No,2.5,284,No,,,,,,,
6112,SKU-006112,NaturBeauty Wet Wipes Sugar Free,NaturBeauty,Sugar Free,Personal Care & Beauty,Greece,0.59,19.53,Yes,4.0,1449,No,,,,,,,
6113,SKU-006113,KitchenEssentials Coconut Oil Natural,KitchenEssentials,Natural,Pantry & Dry Goods,USA,1.42,19.39,Yes,4.5,3278,Yes,84.5,7.1,50.3,13.8,3.4,3.2,839.0
6114,SKU-006114,HomeCook Tomato Paste Natural,HomeCook,Natural,Pantry & Dry Goods,Italy,4.65,84.23,No,3.4,3298,Yes,396.3,14.1,32.3,33.8,0.5,0.1,983.0
6115,SKU-006115,FarmGate Octopus Original,FarmGate,Original,Meat & Seafood,Brazil,2.28,41.91,Yes,3.9,3941,Yes,112.7,25.8,0.2,23.5,4.8,3.7,1110.0
6116,SKU-006116,NaturBeauty Serum Premium,NaturBeauty,Premium,Personal Care & Beauty,Italy,0.78,24.91,Yes,4.8,760,No,,,,,,,
6117,SKU-006117,FreshFarm Celery Spicy,FreshFarm,Spicy,Fruits & Vegetables,Poland,3.05,9.79,Yes,3.9,2529,Yes,28.2,2.3,8.4,1.4,0.5,0.4,299.0
6118,SKU-006118,BakeryCraft Sourdough Bread Organic,BakeryCraft,Organic,Bakery & Bread,Colombia,0.44,2.84,Yes,4.9,3092,Yes,365.0,8.3,11.5,18.9,31.7,4.5,1024.0
6119,SKU-006119,DeskMate Desk Organizer Value Pack,DeskMate,Value Pack,Stationery & Office,Italy,0.84,17.99,Yes,3.8,3515,No,,,,,,,
6120,SKU-006120,WriteRight Pencil Mini,WriteRight,Mini,Stationery & Office,USA,1.46,19.24,Yes,3.4,3725,No,,,,,,,
6121,SKU-006121,BrewMasters Chamomile Tea Extra Large,BrewMasters,Extra Large,Beverages,USA,0.45,2.77,Yes,4.8,3380,Yes,5.3,3.8,4.6,1.7,3.1,1.5,1169.0
6122,SKU-006122,FreshBaked Muffin High Protein,FreshBaked,High Protein,Bakery & Bread,USA,1.5,10.55,Yes,4.3,3083,Yes,335.8,5.6,21.1,8.1,25.8,9.1,743.0
6123,SKU-006123,BrewMasters Black Tea Reduced Sugar,BrewMasters,Reduced Sugar,Beverages,UK,0.35,1.79,Yes,4.5,802,Yes,47.9,2.6,1.8,1.8,4.5,0.1,128.0
6124,SKU-006124,HomeCook Black Beans Natural,HomeCook,Natural,Pantry & Dry Goods,New Zealand,3.41,19.51,Yes,3.1,2099,Yes,145.6,14.4,9.3,69.6,4.4,1.5,760.0
6125,SKU-006125,ClearSpring Protein Shake Sugar Free,ClearSpring,Sugar Free,Beverages,Mexico,0.79,5.01,Yes,3.7,3633,Yes,43.4,4.8,5.6,1.3,1.9,0.5,416.0
6126,SKU-006126,PetPerfect Dog Leash Mini,PetPerfect,Mini,Pet Supplies,Spain,9.74,7.43,Yes,2.5,3216,No,,,,,,,
6127,SKU-006127,NutraNat Thermometer Classic,NutraNat,Classic,Health & Pharmacy,Italy,0.31,41.87,Yes,3.9,2698,No,,,,,,,
6128,SKU-006128,PharmaPlus Ibuprofen Mini,PharmaPlus,Mini,Health & Pharmacy,USA,0.85,70.68,Yes,3.2,1647,No,,,,,,,
6129,SKU-006129,CreamyFarm Almond Milk Light,CreamyFarm,Light,Dairy & Eggs,India,0.78,9.49,Yes,4.5,1918,Yes,183.6,18.4,1.8,32.9,1.1,1.1,576.0
6130,SKU-006130,PureBaby Baby Cereal Family Pack,PureBaby,Family Pack,Baby & Toddler,Italy,0.16,29.57,Yes,4.1,4403,No,,,,,,,
6131,SKU-006131,FreshBaked Brownie Reduced Sugar,FreshBaked,Reduced Sugar,Bakery & Bread,Colombia,0.49,1.79,Yes,4.7,4254,Yes,355.0,6.3,8.2,11.4,24.2,5.1,1188.0
6132,SKU-006132,NaturBeauty Shaving Cream Value Pack,NaturBeauty,Value Pack,Personal Care & Beauty,Brazil,0.59,23.34,Yes,3.2,3159,No,,,,,,,
6133,SKU-006133,FreshMeadow Halloumi Deluxe,FreshMeadow,Deluxe,Dairy & Eggs,Thailand,1.86,24.94,Yes,3.6,1753,Yes,341.3,7.4,3.2,8.1,23.7,0.5,84.0
6134,SKU-006134,PrimeCut Oysters Mini,PrimeCut,Mini,Meat & Seafood,Mexico,0.76,16.16,Yes,2.5,2008,Yes,206.9,21.4,0.5,7.4,4.4,2.1,50.0
6135,SKU-006135,PureTouch Nail Polish Remover Spicy,PureTouch,Spicy,Personal Care & Beauty,New Zealand,0.1,26.45,No,3.2,4870,No,,,,,,,
6136,SKU-006136,NaturalPantry Baking Powder Deluxe,NaturalPantry,Deluxe,Pantry & Dry Goods,Colombia,0.68,6.14,Yes,2.6,858,Yes,541.8,18.5,69.1,17.1,64.7,5.6,537.0
6137,SKU-006137,MeadowMeats Squid High Protein,MeadowMeats,High Protein,Meat & Seafood,Peru,0.35,14.1,No,3.9,2403,Yes,146.4,29.6,0.8,16.4,1.8,0.9,316.0
6138,SKU-006138,SparkleKing Multi-Surface Cleaner Economy,SparkleKing,Economy,Household & Cleaning,Mexico,3.97,13.15,Yes,2.7,2944,No,,,,,,,
6139,SKU-006139,SparkleKing Broom Sugar Free,SparkleKing,Sugar Free,Household & Cleaning,Netherlands,3.16,13.96,Yes,2.6,300,No,,,,,,,
6140,SKU-006140,WheatWorks Croissant Organic,WheatWorks,Organic,Bakery & Bread,Brazil,1.37,13.62,Yes,2.8,2426,Yes,384.4,9.1,22.6,1.3,72.4,5.0,814.0
6141,SKU-006141,ChargePro Webcam Low Fat,ChargePro,Low Fat,Electronics & Batteries,Brazil,0.85,42.27,Yes,2.7,545,No,,,,,,,
6142,SKU-006142,SunHarvest Blackberry Organic,SunHarvest,Organic,Fruits & Vegetables,USA,1.67,8.9,Yes,4.8,4209,Yes,25.2,1.1,5.2,0.7,3.3,1.2,348.0
6143,SKU-006143,FreshMeadow Whole Milk Natural,FreshMeadow,Natural,Dairy & Eggs,Brazil,1.1,11.21,Yes,2.8,419,Yes,319.5,15.8,4.7,28.6,3.6,1.1,573.0
6144,SKU-006144,GreenLeaf Artichoke Value Pack,GreenLeaf,Value Pack,Fruits & Vegetables,Japan,0.59,0.56,Yes,4.7,4026,Yes,68.4,2.0,11.5,0.6,8.5,3.2,650.0
6145,SKU-006145,HomePure Floor Cleaner Classic,HomePure,Classic,Household & Cleaning,Brazil,2.5,17.81,Yes,4.1,1144,No,,,,,,,
6146,SKU-006146,MunchCo Rice Cakes Light,MunchCo,Light,Snacks & Confectionery,Poland,0.25,3.17,No,3.1,1627,Yes,341.5,18.4,27.9,46.5,3.1,1.3,1055.0
6147,SKU-006147,FlowDrink Ground Coffee Value Pack,FlowDrink,Value Pack,Beverages,Australia,1.13,1.45,Yes,4.7,1412,Yes,61.0,0.1,9.3,1.5,11.2,8.0,397.0
6148,SKU-006148,CrunchTime Oreos Spicy,CrunchTime,Spicy,Snacks & Confectionery,Poland,0.93,12.12,Yes,3.9,1948,Yes,449.5,2.1,47.9,22.8,14.8,2.8,253.0
6149,SKU-006149,GreenLeaf Plum Extra Large,GreenLeaf,Extra Large,Fruits & Vegetables,Netherlands,3.7,4.7,Yes,4.6,3680,Yes,29.5,3.0,9.5,0.8,0.2,0.1,369.0
6150,SKU-006150,FreshBaked Pita Bread Value Pack,FreshBaked,Value Pack,Bakery & Bread,Mexico,0.53,4.81,Yes,3.1,1266,Yes,256.9,7.7,13.2,18.8,10.4,2.5,488.0
6151,SKU-006151,PharmaPlus Multivitamin Deluxe,PharmaPlus,Deluxe,Health & Pharmacy,Australia,0.51,32.13,Yes,3.1,2028,No,,,,,,,
6152,SKU-006152,MeadowMeats Squid Original,MeadowMeats,Original,Meat & Seafood,Poland,2.8,40.38,Yes,2.9,3862,Yes,192.0,17.2,0.7,4.7,12.6,9.5,32.0
6153,SKU-006153,GentleStart Baby Teething Biscuits Light,GentleStart,Light,Baby & Toddler,Spain,2.49,19.88,Yes,4.2,889,No,,,,,,,
6154,SKU-006154,CreamyFarm Eggs (Free Range) Multipack,CreamyFarm,Multipack,Dairy & Eggs,South Africa,0.72,2.82,Yes,3.2,4788,Yes,321.8,4.5,1.6,30.0,6.6,3.9,313.0
6155,SKU-006155,GoldenEgg Plain Yogurt Original,GoldenEgg,Original,Dairy & Eggs,Poland,1.8,34.41,Yes,4.2,3844,Yes,195.6,18.3,1.4,28.6,1.7,0.6,261.0
6156,SKU-006156,GreenLeaf Sweet Potato Economy,GreenLeaf,Economy,Fruits & Vegetables,Canada,2.76,5.86,Yes,2.9,2612,Yes,31.4,3.9,13.6,1.2,0.5,0.2,297.0
6157,SKU-006157,DairyPure Camembert Spicy,DairyPure,Spicy,Dairy & Eggs,USA,0.41,3.76,Yes,3.9,1490,Yes,106.6,22.4,4.9,6.3,4.4,0.9,206.0
6158,SKU-006158,NaturalPantry Cornstarch Natural,NaturalPantry,Natural,Pantry & Dry Goods,Colombia,2.97,71.4,Yes,3.9,119,Yes,526.2,19.8,66.1,63.4,2.8,2.0,488.0
